,Day,Month,Hour,DNI (w/m^2),Elavation angle,Azimuthal angle,DB temp,RH,n_panel
2239,5.0,2.0,8.0,894.0,22.869254945202176,96.61631372997653,29.3,17.2,20.0
2240,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,1.0
2241,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,2.0
2242,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,3.0
2243,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,4.0
2244,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,5.0
2245,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,6.0
2246,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,7.0
2247,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,8.0
2248,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,9.0
2249,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,10.0
2250,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,11.0
2251,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,12.0
2252,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,13.0
2253,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,14.0
2254,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,15.0
2255,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,16.0
2256,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,17.0
2257,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,18.0
2258,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,19.0
2259,20.0,7.0,2.0,0.0,-70.68268532913197,108.89679006554816,9.4,25.1,20.0
2260,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,1.0
2261,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,2.0
2262,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,3.0
2263,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,4.0
2264,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,5.0
2265,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,6.0
2266,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,7.0
2267,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,8.0
2268,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,9.0
2269,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,10.0
2270,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,11.0
2271,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,12.0
2272,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,13.0
2273,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,14.0
2274,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,15.0
2275,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,16.0
2276,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,17.0
2277,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,18.0
2278,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,19.0
2279,13.0,5.0,2.0,0.0,-67.32134955963329,112.25437741704523,15.5,34.1,20.0
2280,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,1.0
2281,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,2.0
2282,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,3.0
2283,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,4.0
2284,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,5.0
2285,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,6.0
2286,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,7.0
2287,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,8.0
2288,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,9.0
2289,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,10.0
2290,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,11.0
2291,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,12.0
2292,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,13.0
2293,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,14.0
2294,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,15.0
2295,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,16.0
2296,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,17.0
2297,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,18.0
2298,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,19.0
2299,5.0,11.0,15.0,974.0,50.752416505973514,280.7672592778295,29.3,10.4,20.0
2300,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,1.0
2301,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,2.0
2302,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,3.0
2303,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,4.0
2304,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,5.0
2305,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,6.0
2306,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,7.0
2307,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,8.0
2308,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,9.0
2309,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,10.0
2310,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,11.0
2311,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,12.0
2312,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,13.0
2313,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,14.0
2314,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,15.0
2315,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,16.0
2316,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,17.0
2317,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,18.0
2318,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,19.0
2319,3.0,4.0,20.0,0.0,-20.07852073943731,264.6650898234354,25.7,44.9,20.0
2320,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,1.0
2321,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,2.0
2322,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,3.0
2323,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,4.0
2324,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,5.0
2325,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,6.0
2326,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,7.0
2327,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,8.0
2328,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,9.0
2329,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,10.0
2330,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,11.0
2331,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,12.0
2332,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,13.0
2333,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,14.0
2334,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,15.0
2335,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,16.0
2336,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,17.0
2337,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,18.0
2338,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,19.0
2339,28.0,1.0,21.0,0.0,-17.63663435377778,236.65237806932598,30.0,13.0,20.0
2340,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,1.0
2341,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,2.0
2342,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,3.0
2343,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,4.0
2344,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,5.0
2345,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,6.0
2346,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,7.0
2347,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,8.0
2348,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,9.0
2349,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,10.0
2350,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,11.0
2351,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,12.0
2352,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,13.0
2353,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,14.0
2354,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,15.0
2355,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,16.0
2356,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,17.0
2357,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,18.0
2358,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,19.0
2359,6.0,3.0,16.0,832.0,39.28853266324132,286.905638850847,32.1,11.6,20.0
2360,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,1.0
2361,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,2.0
2362,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,3.0
2363,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,4.0
2364,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,5.0
2365,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,6.0
2366,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,7.0
2367,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,8.0
2368,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,9.0
2369,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,10.0
2370,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,11.0
2371,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,12.0
2372,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,13.0
2373,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,14.0
2374,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,15.0
2375,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,16.0
2376,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,17.0
2377,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,18.0
2378,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,19.0
2379,24.0,1.0,18.0,226.0,19.155174777066094,257.77347112451355,28.7,14.8,20.0
2380,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,1.0
2381,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,2.0
2382,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,3.0
2383,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,4.0
2384,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,5.0
2385,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,6.0
2386,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,7.0
2387,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,8.0
2388,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,9.0
2389,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,10.0
2390,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,11.0
2391,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,12.0
2392,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,13.0
2393,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,14.0
2394,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,15.0
2395,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,16.0
2396,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,17.0
2397,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,18.0
2398,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,19.0
2399,26.0,4.0,21.0,0.0,-38.300646605789844,264.4460974444711,18.6,39.4,20.0
2400,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,1.0
2401,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,2.0
2402,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,3.0
2403,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,4.0
2404,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,5.0
2405,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,6.0
2406,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,7.0
2407,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,8.0
2408,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,9.0
2409,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,10.0
2410,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,11.0
2411,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,12.0
2412,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,13.0
2413,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,14.0
2414,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,15.0
2415,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,16.0
2416,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,17.0
2417,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,18.0
2418,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,19.0
2419,19.0,4.0,4.0,0.0,-39.03924428502845,99.42433350241484,13.7,32.2,20.0
2420,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,1.0
2421,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,2.0
2422,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,3.0
2423,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,4.0
2424,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,5.0
2425,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,6.0
2426,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,7.0
2427,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,8.0
2428,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,9.0
2429,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,10.0
2430,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,11.0
2431,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,12.0
2432,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,13.0
2433,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,14.0
2434,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,15.0
2435,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,16.0
2436,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,17.0
2437,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,18.0
2438,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,19.0
2439,8.0,8.0,1.0,0.0,-77.18350191504604,159.39414147331752,10.4,26.2,20.0
2440,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,1.0
2441,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,2.0
2442,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,3.0
2443,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,4.0
2444,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,5.0
2445,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,6.0
2446,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,7.0
2447,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,8.0
2448,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,9.0
2449,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,10.0
2450,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,11.0
2451,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,12.0
2452,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,13.0
2453,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,14.0
2454,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,15.0
2455,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,16.0
2456,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,17.0
2457,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,18.0
2458,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,19.0
2459,24.0,11.0,10.0,983.0,56.62428872881153,84.02918735073231,34.5,19.9,20.0
2460,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,1.0
2461,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,2.0
2462,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,3.0
2463,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,4.0
2464,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,5.0
2465,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,6.0
2466,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,7.0
2467,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,8.0
2468,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,9.0
2469,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,10.0
2470,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,11.0
2471,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,12.0
2472,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,13.0
2473,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,14.0
2474,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,15.0
2475,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,16.0
2476,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,17.0
2477,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,18.0
2478,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,19.0
2479,7.0,10.0,8.0,871.0,23.668244794504105,82.70012075943436,24.0,37.0,20.0
2480,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,1.0
2481,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,2.0
2482,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,3.0
2483,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,4.0
2484,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,5.0
2485,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,6.0
2486,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,7.0
2487,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,8.0
2488,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,9.0
2489,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,10.0
2490,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,11.0
2491,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,12.0
2492,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,13.0
2493,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,14.0
2494,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,15.0
2495,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,16.0
2496,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,17.0
2497,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,18.0
2498,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,19.0
2499,21.0,11.0,23.0,0.0,-37.8966724205019,204.69161121351695,20.1,44.4,20.0
2500,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,1.0
2501,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,2.0
2502,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,3.0
2503,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,4.0
2504,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,5.0
2505,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,6.0
2506,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,7.0
2507,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,8.0
2508,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,9.0
2509,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,10.0
2510,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,11.0
2511,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,12.0
2512,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,13.0
2513,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,14.0
2514,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,15.0
2515,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,16.0
2516,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,17.0
2517,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,18.0
2518,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,19.0
2519,17.0,6.0,10.0,793.0,25.960568284337754,40.004161859949974,16.7,22.8,20.0
2520,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,1.0
2521,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,2.0
2522,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,3.0
2523,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,4.0
2524,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,5.0
2525,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,6.0
2526,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,7.0
2527,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,8.0
2528,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,9.0
2529,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,10.0
2530,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,11.0
2531,20.0,5.0,20.0,0.0,-28.140417275115574,278.4327160621669,16.4,39.3,12.0
